#==============================================================================
#
# スクリプトファイル [map_background_object_data_00.txt]
# Author : 小綱啓仁
#
#==============================================================================
SCRIPT			# この行は絶対消さないこと！

#------------------------------------------------------------------------------
# モデル数
#------------------------------------------------------------------------------
NUM_MODEL = 5

#------------------------------------------------------------------------------
# モデルファイル名
#------------------------------------------------------------------------------
MODEL_FILENAME = data/model/map_object/no_hit/00_NotMap.x
MODEL_FILENAME = data/model/map_object/no_hit/I_TireMark.x
MODEL_FILENAME = data/model/map_object/no_hit/L_TireMark.x
MODEL_FILENAME = data/model/map_object/no_hit/T_TireMark.x
MODEL_FILENAME = data/model/map_object/no_hit/Tunnel.x

#------------------------------------------------------------------------------
# マップの最大
#------------------------------------------------------------------------------

MAP_NUM_MAX = 17

#------------------------------------------------------------------------------
# マップデータ
#------------------------------------------------------------------------------

MAP_XZ
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	4 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
